SAS,SAS vs. MIL,11/10/2017,,L,48,48.1%,0.138,19.2,20.0%,48.9%,0.157,14.3,24.4%,
CHI,CHI vs. IND,11/10/2017,,L,48,43.5%,0.097,12.2,20.0%,58.3%,0.143,17.9,17.9%,
BKN,BKN @ POR,11/10/2017,,W,48,49.5%,0.209,10.2,22.0%,46.3%,0.116,11.1,24.0%,
OKC,OKC vs. LAC,11/10/2017,,W,48,58.3%,0.513,12.4,26.8%,53.6%,0.357,19.0,35.6%,
UTA,UTA vs. MIA,11/10/2017,,L,48,37.2%,0.297,18.4,8.9%,45.5%,0.234,21.2,16.3%,
POR,POR vs. BKN,11/10/2017,,L,48,46.3%,0.116,11.1,24.0%,49.5%,0.209,10.2,22.0%,
LAC,LAC @ OKC,11/10/2017,,L,48,53.6%,0.357,19.0,35.6%,58.3%,0.513,12.4,26.8%,
MIA,MIA @ UTA,11/10/2017,,W,48,45.5%,0.234,21.2,16.3%,37.2%,0.297,18.4,8.9%,
IND,IND @ CHI,11/10/2017,,W,48,58.3%,0.143,17.9,17.9%,43.5%,0.097,12.2,20.0%,
CHA,CHA @ BOS,11/10/2017,,L,48,42.5%,0.413,13.8,14.9%,41.1%,0.298,13.1,18.4%,
MIL,MIL @ SAS,11/10/2017,,W,48,48.9%,0.157,14.3,24.4%,48.1%,0.138,19.2,20.0%,
PHX,PHX vs. ORL,11/10/2017,,L,48,49.5%,0.266,13.9,24.5%,60.4%,0.524,16.1,20.0%,
DET,DET vs. ATL,11/10/2017,,W,48,50.6%,0.303,17.4,37.0%,53.9%,0.124,16.2,26.2%,
BOS,BOS vs. CHA,11/10/2017,,W,48,41.1%,0.298,13.1,18.4%,42.5%,0.413,13.8,14.9%,
NOP,NOP @ TOR,11/09/2017,,L,48,61.6%,0.305,13.6,9.5%,54.1%,0.235,10.9,22.7%,
LAL,LAL @ WAS,11/09/2017,,L,48,37.8%,0.477,17.9,30.9%,56.0%,0.241,20.6,19.4%,
SAC,SAC vs. PHI,11/09/2017,,W,48,49.5%,0.301,8.5,15.7%,51.1%,0.310,16.5,26.0%,
OKC,OKC @ DEN,11/09/2017,,L,48,48.3%,0.156,18.7,36.7%,51.8%,0.268,19.7,35.0%,
WAS,WAS vs. LAL,11/09/2017,,W,48,56.0%,0.241,20.6,19.4%,37.8%,0.477,17.9,30.9%,
DEN,DEN vs. OKC,11/09/2017,,W,48,51.8%,0.268,19.7,35.0%,48.3%,0.156,18.7,36.7%,
TOR,TOR vs. NOP,11/09/2017,,W,48,54.1%,0.235,10.9,22.7%,61.6%,0.305,13.6,9.5%,
PHI,PHI @ SAC,11/09/2017,,L,48,51.1%,0.310,16.5,26.0%,49.5%,0.301,8.5,15.7%,
HOU,HOU vs. CLE,11/09/2017,,W,48,57.1%,0.468,22.5,43.6%,63.0%,0.173,18.6,12.5%,
CLE,CLE @ HOU,11/09/2017,,L,48,63.0%,0.173,18.6,12.5%,57.1%,0.468,22.5,43.6%,
GSW,GSW vs. MIN,11/08/2017,,W,48,65.3%,0.212,17.4,8.6%,44.0%,0.293,12.9,17.6%,
NYK,NYK @ ORL,11/08/2017,,L,48,55.6%,0.163,23.8,34.3%,61.9%,0.275,13.4,16.7%,
MIN,MIN @ GSW,11/08/2017,,L,48,44.0%,0.293,12.9,17.6%,65.3%,0.212,17.4,8.6%,
PHX,PHX vs. MIA,11/08/2017,,L,48,52.3%,0.341,10.4,12.5%,60.5%,0.432,14.9,28.2%,
ORL,ORL vs. NYK,11/08/2017,,W,48,61.9%,0.275,13.4,16.7%,55.6%,0.163,23.8,34.3%,
DET,DET vs. IND,11/08/2017,,W,48,59.0%,0.301,17.3,20.5%,47.2%,0.205,14.4,14.3%,
IND,IND @ DET,11/08/2017,,L,48,47.2%,0.205,14.4,14.3%,59.0%,0.301,17.3,20.5%,
MIA,MIA @ PHX,11/08/2017,,W,48,60.5%,0.432,14.9,28.2%,52.3%,0.341,10.4,12.5%,
LAL,LAL @ BOS,11/08/2017,,L,48,46.5%,0.271,20.2,27.3%,42.3%,0.316,12.8,30.8%,
BOS,BOS vs. LAL,11/08/2017,,W,48,42.3%,0.316,12.8,30.8%,46.5%,0.271,20.2,27.3%,
CLE,CLE vs. MIL,11/07/2017,,W,48,55.5%,0.463,13.0,30.0%,64.5%,0.193,16.3,22.9%,
TOR,TOR vs. CHI,11/07/2017,,W,48,62.3%,0.296,15.9,19.4%,56.9%,0.350,15.1,21.1%,
LAC,LAC @ SAS,11/07/2017,,L,48,57.9%,0.207,18.5,26.3%,62.5%,0.226,13.8,27.5%,
DAL,DAL @ WAS,11/07/2017,,W,48,53.3%,0.220,11.9,23.4%,49.3%,0.427,14.8,6.7%,
SAS,SAS vs. LAC,11/07/2017,,W,48,62.5%,0.226,13.8,27.5%,57.9%,0.207,18.5,26.3%,
NOP,NOP @ IND,11/07/2017,,W,48,58.6%,0.253,13.2,26.8%,52.2%,0.194,10.9,25.6%,
BKN,BKN @ DEN,11/07/2017,,L,48,48.9%,0.247,21.6,17.4%,52.2%,0.215,17.0,18.8%,
WAS,WAS vs. DAL,11/07/2017,,L,48,49.3%,0.427,14.8,6.7%,53.3%,0.220,11.9,23.4%,
OKC,OKC @ SAC,11/07/2017,,L,48,39.5%,0.267,16.3,17.6%,52.5%,0.152,22.5,12.5%,
POR,POR vs. MEM,11/07/2017,,L,48,48.1%,0.247,16.7,25.6%,52.7%,0.342,16.0,13.5%,
NYK,NYK vs. CHA,11/07/2017,,W,48,68.0%,0.280,17.0,20.7%,54.4%,0.187,13.8,37.0%,
MEM,MEM @ POR,11/07/2017,,W,48,52.7%,0.342,16.0,13.5%,48.1%,0.247,16.7,25.6%,
CHA,CHA @ NYK,11/07/2017,,L,48,54.4%,0.187,13.8,37.0%,68.0%,0.280,17.0,20.7%,
SAC,SAC vs. OKC,11/07/2017,,W,48,52.5%,0.152,22.5,12.5%,39.5%,0.267,16.3,17.6%,
DEN,DEN vs. BKN,11/07/2017,,W,48,52.2%,0.215,17.0,18.8%,48.9%,0.247,21.6,17.4%,
MIL,MIL @ CLE,11/07/2017,,L,48,64.5%,0.193,16.3,22.9%,55.5%,0.463,13.0,30.0%,
CHI,CHI @ TOR,11/07/2017,,L,48,56.9%,0.350,15.1,21.1%,62.3%,0.296,15.9,19.4%,
UTA,UTA vs. PHI,11/07/2017,,L,48,34.8%,0.354,10.7,22.6%,49.4%,0.370,20.3,20.5%,
PHI,PHI @ UTA,11/07/2017,,W,48,49.4%,0.370,20.3,20.5%,34.8%,0.354,10.7,22.6%,
IND,IND vs. NOP,11/07/2017,,L,48,52.2%,0.194,10.9,25.6%,58.6%,0.253,13.2,26.8%,
ATL,ATL vs. BOS,11/06/2017,,L,48,56.2%,0.247,14.2,12.5%,56.8%,0.272,14.3,18.4%,
GSW,GSW vs. MIA,11/06/2017,,W,48,43.1%,0.276,15.1,26.0%,41.0%,0.205,21.6,15.6%,
PHX,PHX vs. BKN,11/06/2017,,L,48,38.4%,0.407,16.3,27.5%,44.8%,0.333,15.3,22.4%,
BKN,BKN @ PHX,11/06/2017,,W,48,44.8%,0.333,15.3,22.4%,38.4%,0.407,16.3,27.5%,
MIA,MIA @ GSW,11/06/2017,,L,48,41.0%,0.205,21.6,15.6%,43.1%,0.276,15.1,26.0%,
BOS,BOS @ ATL,11/06/2017,,W,48,56.8%,0.272,14.3,18.4%,56.2%,0.247,14.2,12.5%,
LAL,LAL vs. MEM,11/05/2017,,W,48,52.4%,0.271,17.9,19.5%,52.3%,0.161,12.1,13.6%,
LAC,LAC vs. MIA,11/05/2017,,L,48,44.3%,0.345,16.3,40.0%,52.4%,0.226,16.3,23.8%,
UTA,UTA @ HOU,11/05/2017,,L,48,50.6%,0.273,13.4,17.8%,73.5%,0.259,19.8,16.7%,
TOR,TOR vs. WAS,11/05/2017,,L,48,49.4%,0.338,13.6,20.5%,53.5%,0.271,16.8,28.9%,
WAS,WAS @ TOR,11/05/2017,,W,48,53.5%,0.271,16.8,28.9%,49.4%,0.338,13.6,20.5%,
CHA,CHA @ MIN,11/05/2017,,L,48,46.6%,0.236,11.1,19.2%,51.8%,0.361,16.0,28.6%,
ATL,ATL @ CLE,11/05/2017,,W,48,54.1%,0.395,15.9,25.6%,49.0%,0.240,12.5,31.3%,
PHX,PHX @ SAS,11/05/2017,,L,48,50.6%,0.272,18.4,23.9%,56.3%,0.205,10.2,19.0%,
CLE,CLE vs. ATL,11/05/2017,,L,48,49.0%,0.240,12.5,31.3%,54.1%,0.395,15.9,25.6%,
ORL,ORL vs. BOS,11/05/2017,,L,48,39.6%,0.198,12.8,18.2%,50.0%,0.225,13.6,20.5%,
MIN,MIN vs. CHA,11/05/2017,,W,48,51.8%,0.361,16.0,28.6%,46.6%,0.236,11.1,19.2%,
BOS,BOS @ ORL,11/05/2017,,W,48,50.0%,0.225,13.6,20.5%,39.6%,0.198,12.8,18.2%,
HOU,HOU vs. UTA,11/05/2017,,W,48,73.5%,0.259,19.8,16.7%,50.6%,0.273,13.4,17.8%,
SAS,SAS vs. PHX,11/05/2017,,W,48,56.3%,0.205,10.2,19.0%,50.6%,0.272,18.4,23.9%,
MIA,MIA @ LAC,11/05/2017,,W,48,52.4%,0.226,16.3,23.8%,44.3%,0.345,16.3,40.0%,
MEM,MEM @ LAL,11/05/2017,,L,48,52.3%,0.161,12.1,13.6%,52.4%,0.271,17.9,19.5%,
POR,POR vs. OKC,11/05/2017,,W,48,54.7%,0.378,22.5,21.2%,51.1%,0.169,12.7,14.0%,
NYK,NYK vs. IND,11/05/2017,,W,48,53.4%,0.216,12.5,28.6%,54.4%,0.215,12.7,10.5%,
IND,IND @ NYK,11/05/2017,,L,48,54.4%,0.215,12.7,10.5%,53.4%,0.216,12.5,28.6%,
OKC,OKC @ POR,11/05/2017,,L,48,51.1%,0.169,12.7,14.0%,54.7%,0.378,22.5,21.2%,
NOP,NOP @ CHI,11/04/2017,,W,53,45.4%,0.253,14.1,10.6%,40.9%,0.121,17.7,25.4%,
MEM,MEM @ LAC,11/04/2017,,W,48,55.4%,0.286,12.3,24.3%,48.2%,0.373,13.7,33.3%,
GSW,GSW @ DEN,11/04/2017,,W,48,64.8%,0.187,14.1,15.9%,49.4%,0.310,16.7,20.9%,
MIN,MIN vs. DAL,11/04/2017,,W,48,60.8%,0.253,19.6,29.4%,51.7%,0.138,15.0,15.6%,
LAC,LAC vs. MEM,11/04/2017,,L,48,48.2%,0.373,13.7,33.3%,55.4%,0.286,12.3,24.3%,
DET,DET vs. SAC,11/04/2017,,W,48,58.9%,0.278,15.7,21.6%,59.2%,0.171,18.6,10.0%,
DEN,DEN vs. GSW,11/04/2017,,L,48,49.4%,0.310,16.7,20.9%,64.8%,0.187,14.1,15.9%,
CHI,CHI vs. NOP,11/04/2017,,L,53,40.9%,0.121,17.7,25.4%,45.4%,0.253,14.1,10.6%,
SAC,SAC @ DET,11/04/2017,,L,48,59.2%,0.171,18.6,10.0%,58.9%,0.278,15.7,21.6%,
DAL,DAL @ MIN,11/04/2017,,L,48,51.7%,0.138,15.0,15.6%,60.8%,0.253,19.6,29.4%,
HOU,HOU @ ATL,11/03/2017,,W,48,56.2%,0.258,13.4,20.0%,54.9%,0.222,17.7,12.5%,
ORL,ORL vs. CHI,11/03/2017,,L,48,46.5%,0.058,16.5,15.2%,55.3%,0.141,17.3,22.5%,
TOR,TOR @ UTA,11/03/2017,,W,48,61.3%,0.394,17.8,17.9%,48.8%,0.300,14.8,22.7%,
LAL,LAL vs. BKN,11/03/2017,,W,48,55.9%,0.287,13.9,16.7%,45.6%,0.418,13.8,13.8%,
ATL,ATL vs. HOU,11/03/2017,,L,48,54.9%,0.222,17.7,12.5%,56.2%,0.258,13.4,20.0%,
CLE,CLE @ WAS,11/03/2017,,W,48,63.4%,0.341,14.8,22.2%,60.1%,0.369,15.3,25.7%,
PHI,PHI vs. IND,11/03/2017,,W,48,59.8%,0.152,18.8,27.3%,50.5%,0.196,11.0,17.4%,
IND,IND @ PHI,11/03/2017,,L,48,50.5%,0.196,11.0,17.4%,59.8%,0.152,18.8,27.3%,
DEN,DEN vs. MIA,11/03/2017,,W,48,50.6%,0.313,17.9,28.3%,56.5%,0.143,23.8,22.2%,
NOP,NOP @ DAL,11/03/2017,,W,48,44.4%,0.292,13.3,19.1%,43.8%,0.250,14.5,17.0%,
DAL,DAL vs. NOP,11/03/2017,,L,48,43.8%,0.250,14.5,17.0%,44.4%,0.292,13.3,19.1%,
MIL,MIL @ DET,11/03/2017,,L,48,53.0%,0.108,14.9,17.9%,52.6%,0.359,14.4,19.4%,
BKN,BKN @ LAL,11/03/2017,,L,48,45.6%,0.418,13.8,13.8%,55.9%,0.287,13.9,16.7%,
UTA,UTA vs. TOR,11/03/2017,,L,48,48.8%,0.300,14.8,22.7%,61.3%,0.394,17.8,17.9%,
WAS,WAS vs. CLE,11/03/2017,,L,48,60.1%,0.369,15.3,25.7%,63.4%,0.341,14.8,22.2%,
CHA,CHA @ SAS,11/03/2017,,L,48,46.3%,0.525,12.1,22.4%,52.4%,0.313,15.5,16.7%,
DET,DET vs. MIL,11/03/2017,,W,48,52.6%,0.359,14.4,19.4%,53.0%,0.108,14.9,17.9%,
PHX,PHX @ NYK,11/03/2017,,L,48,39.7%,0.381,9.7,33.3%,56.3%,0.287,12.7,25.0%,
BOS,BOS @ OKC,11/03/2017,,W,48,50.6%,0.286,11.6,22.9%,47.7%,0.161,12.7,22.4%,
SAS,SAS vs. CHA,11/03/2017,,W,48,52.4%,0.313,15.5,16.7%,46.3%,0.525,12.1,22.4%,
NYK,NYK vs. PHX,11/03/2017,,W,48,56.3%,0.287,12.7,25.0%,39.7%,0.381,9.7,33.3%,
CHI,CHI @ ORL,11/03/2017,,W,48,55.3%,0.141,17.3,22.5%,46.5%,0.058,16.5,15.2%,
OKC,OKC vs. BOS,11/03/2017,,L,48,47.7%,0.161,12.7,22.4%,50.6%,0.286,11.6,22.9%,
MIA,MIA @ DEN,11/03/2017,,L,48,56.5%,0.143,23.8,22.2%,50.6%,0.313,17.9,28.3%,
GSW,GSW @ SAS,11/02/2017,,W,48,60.2%,0.193,14.1,13.5%,43.1%,0.264,18.6,28.0%,
LAL,LAL @ POR,11/02/2017,,L,48,57.0%,0.342,11.0,6.1%,51.7%,0.314,12.0,25.0%,
SAS,SAS vs. GSW,11/02/2017,,L,48,43.1%,0.264,18.6,28.0%,60.2%,0.193,14.1,13.5%,
POR,POR vs. LAL,11/02/2017,,W,48,51.7%,0.314,12.0,25.0%,57.0%,0.342,11.0,6.1%,
PHX,PHX @ WAS,11/01/2017,,W,48,54.8%,0.458,10.1,26.8%,50.0%,0.326,11.7,30.6%,
WAS,WAS vs. PHX,11/01/2017,,L,48,50.0%,0.326,11.7,30.6%,54.8%,0.458,10.1,26.8%,
ATL,ATL @ PHI,11/01/2017,,L,48,47.9%,0.287,16.8,24.0%,53.0%,0.253,15.2,28.8%,
NOP,NOP vs. MIN,11/01/2017,,L,48,47.6%,0.250,18.4,20.0%,53.0%,0.289,21.0,27.5%,
SAC,SAC @ BOS,11/01/2017,,L,48,46.9%,0.148,15.9,16.3%,59.1%,0.232,20.4,45.7%,
HOU,HOU @ NYK,11/01/2017,,W,48,58.5%,0.239,14.5,20.0%,47.8%,0.144,17.5,14.0%,
DEN,DEN vs. TOR,11/01/2017,,W,48,62.5%,0.330,11.6,23.7%,55.9%,0.294,13.9,20.9%,
DAL,DAL @ LAC,11/01/2017,,L,48,46.1%,0.225,13.6,17.6%,60.9%,0.372,16.0,19.4%,
POR,POR @ UTA,11/01/2017,,L,53,44.6%,0.290,15.3,19.6%,45.0%,0.400,12.7,19.2%,
CHA,CHA vs. MIL,11/01/2017,,W,48,61.9%,0.345,10.9,18.4%,59.9%,0.165,13.6,20.9%,
TOR,TOR @ DEN,11/01/2017,,L,48,55.9%,0.294,13.9,20.9%,62.5%,0.330,11.6,23.7%,
MEM,MEM vs. ORL,11/01/2017,,L,48,53.7%,0.195,15.1,13.5%,59.3%,0.187,24.2,18.8%,
IND,IND @ CLE,11/01/2017,,W,48,63.3%,0.144,13.8,19.5%,54.1%,0.233,15.6,18.6%,
CLE,CLE vs. IND,11/01/2017,,L,48,54.1%,0.233,15.6,18.6%,63.3%,0.144,13.8,19.5%,
MIL,MIL @ CHA,11/01/2017,,L,48,59.9%,0.165,13.6,20.9%,61.9%,0.345,10.9,18.4%,
PHI,PHI vs. ATL,11/01/2017,,W,48,53.0%,0.253,15.2,28.8%,47.9%,0.287,16.8,24.0%,
LAC,LAC vs. DAL,11/01/2017,,W,48,60.9%,0.372,16.0,19.4%,46.1%,0.225,13.6,17.6%,
MIA,MIA vs. CHI,11/01/2017,,W,48,48.2%,0.229,11.1,6.0%,44.4%,0.213,11.7,13.5%,
UTA,UTA vs. POR,11/01/2017,,W,53,45.0%,0.400,12.7,19.2%,44.6%,0.290,15.3,19.6%,
ORL,ORL @ MEM,11/01/2017,,W,48,59.3%,0.187,24.2,18.8%,53.7%,0.195,15.1,13.5%,
BOS,BOS vs. SAC,11/01/2017,,W,48,59.1%,0.232,20.4,45.7%,46.9%,0.148,15.9,16.3%,
MIN,MIN @ NOP,11/01/2017,,W,48,53.0%,0.289,21.0,27.5%,47.6%,0.250,18.4,20.0%,
CHI,CHI @ MIA,11/01/2017,,L,48,44.4%,0.213,11.7,13.5%,48.2%,0.229,11.1,6.0%,
NYK,NYK vs. HOU,11/01/2017,,L,48,47.8%,0.144,17.5,14.0%,58.5%,0.239,14.5,20.0%,
IND,IND vs. SAC,10/31/2017,,W,48,49.4%,0.259,15.7,28.0%,43.2%,0.159,15.1,20.4%,
OKC,OKC @ MIL,10/31/2017,,W,48,56.8%,0.259,16.5,25.0%,47.4%,0.286,15.4,9.8%,
DET,DET @ LAL,10/31/2017,,L,48,48.9%,0.032,13.2,19.2%,56.0%,0.154,14.0,24.4%,
LAL,LAL vs. DET,10/31/2017,,W,48,56.0%,0.154,14.0,24.4%,48.9%,0.032,13.2,19.2%,
MIL,MIL vs. OKC,10/31/2017,,L,48,47.4%,0.286,15.4,9.8%,56.8%,0.259,16.5,25.0%,
PHX,PHX @ BKN,10/31/2017,,W,48,52.1%,0.250,17.2,21.3%,45.6%,0.294,6.1,11.1%,
BKN,BKN vs. PHX,10/31/2017,,L,48,45.6%,0.294,6.1,11.1%,52.1%,0.250,17.2,21.3%,
SAC,SAC @ IND,10/31/2017,,L,48,43.2%,0.159,15.1,20.4%,49.4%,0.259,15.7,28.0%,
BOS,BOS vs. SAS,10/30/2017,,W,48,54.0%,0.182,15.8,34.9%,48.3%,0.230,11.6,23.5%,
MEM,MEM vs. CHA,10/30/2017,,L,48,38.7%,0.355,6.8,19.3%,45.5%,0.326,11.6,21.3%,
UTA,UTA vs. DAL,10/30/2017,,W,48,56.8%,0.185,14.6,15.4%,52.6%,0.145,25.0,23.7%,
HOU,HOU vs. PHI,10/30/2017,,L,48,47.6%,0.458,14.3,19.6%,61.3%,0.300,20.1,21.9%,
TOR,TOR @ POR,10/30/2017,,W,48,49.4%,0.195,10.4,20.0%,43.8%,0.238,13.6,13.3%,
GSW,GSW @ LAC,10/30/2017,,W,48,66.3%,0.337,12.0,35.0%,51.2%,0.349,14.3,22.0%,
MIA,MIA vs. MIN,10/30/2017,,L,53,56.5%,0.269,21.2,33.3%,51.1%,0.385,14.2,22.2%,
DEN,DEN @ NYK,10/30/2017,,L,48,51.8%,0.365,13.2,25.5%,57.9%,0.280,22.1,32.4%,
NYK,NYK vs. DEN,10/30/2017,,W,48,57.9%,0.280,22.1,32.4%,51.8%,0.365,13.2,25.5%,
DAL,DAL @ UTA,10/30/2017,,L,48,52.6%,0.145,25.0,23.7%,56.8%,0.185,14.6,15.4%,
NOP,NOP vs. ORL,10/30/2017,,L,48,50.0%,0.212,19.2,19.6%,60.0%,0.212,16.4,15.0%,
MIN,MIN @ MIA,10/30/2017,,W,53,51.1%,0.385,14.2,22.2%,56.5%,0.269,21.2,33.3%,
CHA,CHA @ MEM,10/30/2017,,W,48,45.5%,0.326,11.6,21.3%,38.7%,0.355,6.8,19.3%,
SAS,SAS @ BOS,10/30/2017,,L,48,48.3%,0.230,11.6,23.5%,54.0%,0.182,15.8,34.9%,
LAC,LAC vs. GSW,10/30/2017,,L,48,51.2%,0.349,14.3,22.0%,66.3%,0.337,12.0,35.0%,
ORL,ORL @ NOP,10/30/2017,,W,48,60.0%,0.212,16.4,15.0%,50.0%,0.212,19.2,19.6%,
PHI,PHI @ HOU,10/30/2017,,W,48,61.3%,0.300,20.1,21.9%,47.6%,0.458,14.3,19.6%,
POR,POR vs. TOR,10/30/2017,,L,48,43.8%,0.238,13.6,13.3%,49.4%,0.195,10.4,20.0%,
DEN,DEN @ BKN,10/29/2017,,W,48,55.9%,0.234,5.7,9.3%,46.9%,0.323,13.9,28.8%,
ORL,ORL @ CHA,10/29/2017,,L,48,47.9%,0.268,10.0,16.1%,57.7%,0.175,15.5,28.6%,
NYK,NYK @ CLE,10/29/2017,,W,48,54.5%,0.236,13.8,24.4%,44.4%,0.333,14.9,14.9%,
ATL,ATL vs. MIL,10/29/2017,,L,48,55.2%,0.338,15.8,7.3%,62.3%,0.259,14.1,15.2%,
GSW,GSW vs. DET,10/29/2017,,L,48,63.6%,0.156,26.5,33.3%,52.7%,0.183,14.4,36.2%,
SAC,SAC vs. WAS,10/29/2017,,L,48,42.7%,0.195,20.4,23.4%,57.1%,0.235,17.4,28.9%,
DET,DET @ GSW,10/29/2017,,W,48,52.7%,0.183,14.4,36.2%,63.6%,0.156,26.5,33.3%,
SAS,SAS @ IND,10/29/2017,,L,48,45.0%,0.200,16.5,24.0%,53.2%,0.260,19.2,15.8%,
CHA,CHA vs. ORL,10/29/2017,,W,48,57.7%,0.175,15.5,28.6%,47.9%,0.268,10.0,16.1%,
CLE,CLE vs. NYK,10/29/2017,,L,48,44.4%,0.333,14.9,14.9%,54.5%,0.236,13.8,24.4%,
WAS,WAS @ SAC,10/29/2017,,W,48,57.1%,0.235,17.4,28.9%,42.7%,0.195,20.4,23.4%,
BKN,BKN vs. DEN,10/29/2017,,L,48,46.9%,0.323,13.9,28.8%,55.9%,0.234,5.7,9.3%,
MIL,MIL @ ATL,10/29/2017,,W,48,62.3%,0.259,14.1,15.2%,55.2%,0.338,15.8,7.3%,
IND,IND vs. SAS,10/29/2017,,W,48,53.2%,0.260,19.2,15.8%,45.0%,0.200,16.5,24.0%,
MIA,MIA vs. BOS,10/28/2017,,L,48,47.5%,0.203,19.2,16.7%,45.7%,0.321,12.8,24.4%,
UTA,UTA vs. LAL,10/28/2017,,W,48,55.1%,0.165,24.5,35.9%,41.4%,0.247,17.4,28.6%,
DET,DET @ LAC,10/28/2017,,W,48,46.0%,0.239,13.2,25.0%,42.3%,0.262,19.5,28.3%,
MEM,MEM vs. HOU,10/28/2017,,W,48,55.3%,0.141,9.6,14.6%,46.8%,0.273,19.5,18.2%,
PHI,PHI @ DAL,10/28/2017,,W,48,58.6%,0.161,14.6,26.8%,64.2%,0.257,18.5,8.8%,
CHI,CHI vs. OKC,10/28/2017,,L,48,34.6%,0.256,21.1,22.6%,51.7%,0.159,12.6,23.9%,
LAC,LAC vs. DET,10/28/2017,,L,48,42.3%,0.262,19.5,28.3%,46.0%,0.239,13.2,25.0%,
LAL,LAL @ UTA,10/28/2017,,L,48,41.4%,0.247,17.4,28.6%,55.1%,0.165,24.5,35.9%,
POR,POR vs. PHX,10/28/2017,,W,48,50.0%,0.308,14.1,26.1%,47.7%,0.345,16.2,22.6%,
OKC,OKC @ CHI,10/28/2017,,W,48,51.7%,0.159,12.6,23.9%,34.6%,0.256,21.1,22.6%,
CLE,CLE @ NOP,10/28/2017,,L,48,53.8%,0.295,17.8,11.9%,58.4%,0.168,10.7,23.8%,
BOS,BOS @ MIA,10/28/2017,,W,48,45.7%,0.321,12.8,24.4%,47.5%,0.203,19.2,16.7%,
DAL,DAL vs. PHI,10/28/2017,,L,48,64.2%,0.257,18.5,8.8%,58.6%,0.161,14.6,26.8%,
HOU,HOU @ MEM,10/28/2017,,L,48,46.8%,0.273,19.5,18.2%,55.3%,0.141,9.6,14.6%,
PHX,PHX @ POR,10/28/2017,,L,48,47.7%,0.345,16.2,22.6%,50.0%,0.308,14.1,26.1%,
NOP,NOP vs. CLE,10/28/2017,,W,48,58.4%,0.168,10.7,23.8%,53.8%,0.295,17.8,11.9%,
DEN,DEN @ ATL,10/27/2017,,W,48,48.4%,0.253,11.8,25.6%,49.4%,0.135,12.6,23.9%,
OKC,OKC @ MIN,10/27/2017,,L,48,54.7%,0.291,14.0,28.9%,53.5%,0.407,15.9,41.5%,
BKN,BKN @ NYK,10/27/2017,,L,48,47.3%,0.280,16.8,12.2%,49.5%,0.173,12.2,38.8%,
ORL,ORL vs. SAS,10/27/2017,,W,48,63.7%,0.167,18.4,15.8%,36.0%,0.303,17.7,30.4%,
HOU,HOU @ CHA,10/27/2017,,W,48,57.6%,0.153,16.0,17.5%,43.8%,0.318,9.2,20.0%,
WAS,WAS @ GSW,10/27/2017,,L,48,52.1%,0.227,13.7,24.0%,53.7%,0.211,16.9,34.1%,
LAL,LAL vs. TOR,10/27/2017,,L,48,47.5%,0.304,20.7,22.5%,46.8%,0.215,13.1,18.4%,
MIN,MIN vs. OKC,10/27/2017,,W,48,53.5%,0.407,15.9,41.5%,54.7%,0.291,14.0,28.9%,
CHA,CHA vs. HOU,10/27/2017,,L,48,43.8%,0.318,9.2,20.0%,57.6%,0.153,16.0,17.5%,
ATL,ATL vs. DEN,10/27/2017,,L,48,49.4%,0.135,12.6,23.9%,48.4%,0.253,11.8,25.6%,
GSW,GSW vs. WAS,10/27/2017,,W,48,53.7%,0.211,16.9,34.1%,52.1%,0.227,13.7,24.0%,
TOR,TOR @ LAL,10/27/2017,,W,48,46.8%,0.215,13.1,18.4%,47.5%,0.304,20.7,22.5%,
SAS,SAS @ ORL,10/27/2017,,L,48,36.0%,0.303,17.7,30.4%,63.7%,0.167,18.4,15.8%,
NYK,NYK vs. BKN,10/27/2017,,W,48,49.5%,0.173,12.2,38.8%,47.3%,0.280,16.8,12.2%,
MIL,MIL vs. BOS,10/26/2017,,L,48,52.6%,0.182,18.2,4.9%,49.4%,0.282,16.4,14.6%,
ATL,ATL @ CHI,10/26/2017,,L,48,46.3%,0.160,11.1,13.7%,40.1%,0.337,16.5,35.3%,
CHI,CHI vs. ATL,10/26/2017,,W,48,40.1%,0.337,16.5,35.3%,46.3%,0.160,11.1,13.7%,
DAL,DAL @ MEM,10/26/2017,,L,48,39.4%,0.213,14.2,32.7%,47.9%,0.411,18.9,20.5%,
LAC,LAC @ POR,10/26/2017,,W,48,52.6%,0.468,13.2,33.3%,47.2%,0.247,10.8,33.3%,
POR,POR vs. LAC,10/26/2017,,L,48,47.2%,0.247,10.8,33.3%,52.6%,0.468,13.2,33.3%,
MEM,MEM vs. DAL,10/26/2017,,W,48,47.9%,0.411,18.9,20.5%,39.4%,0.213,14.2,32.7%,
NOP,NOP @ SAC,10/26/2017,,W,48,56.4%,0.267,14.8,25.6%,51.2%,0.309,13.0,11.9%,
SAC,SAC vs. NOP,10/26/2017,,L,48,51.2%,0.309,13.0,11.9%,56.4%,0.267,14.8,25.6%,
BOS,BOS @ MIL,10/26/2017,,W,48,49.4%,0.282,16.4,14.6%,52.6%,0.182,18.2,4.9%,
UTA,UTA @ PHX,10/25/2017,,L,48,45.5%,0.325,22.9,15.2%,46.9%,0.094,16.0,30.2%,
PHI,PHI vs. HOU,10/25/2017,,L,48,50.5%,0.103,15.2,26.7%,56.0%,0.320,19.5,18.4%,
PHX,PHX vs. UTA,10/25/2017,,W,48,46.9%,0.094,16.0,30.2%,45.5%,0.325,22.9,15.2%,
